categoria_de_la_mutuacion,nombre,dificultad,efecto,costo(PM),probabilidad _de_tocar(peso),restricciones
Sinergia y Comportamiento,pack_tactics_3,dificil,"La marca ahora también aplica Resplandor (Glowing) al jugador y revela su silueta a través de las paredes. Además, los ataques de los aliados contra el objetivo marcado tienen un 25% de probabilidad de ser golpes críticos. Dura 8 segundos.",20,10,Tiene un cooldown de 25 segundos. pack_tactics_3 es incompatible con horde_beacon_3.
Sinergia y Comportamiento,provoker_1,debil,"El mob tiene un 50% más de salud base y un 25% más de resistencia al empuje, convirtiéndolo en un obstáculo natural.",6,65,"Restricción: Solo para Zombis, Golems de Hierro, Zoglins."
Sinergia y Comportamiento,provoker_2,intermedio,"El mob puede rugir, aplicando ""Provocación"" al jugador más cercano por 5 segundos. Mientras esté provocado, el jugador inflige un 30% menos de daño a cualquier otro objetivo que no sea el provocador.",13,35,Tiene un cooldown de 15 segundos. El jugador ve un efecto de partículas en los bordes de la pantalla.
Sinergia y Comportamiento,provoker_3,dificil,"El mob puede activar una ""Égida Protectora"". Durante 5 segundos, todos los demás mobs aliados en un radio de 10 bloques se vuelven invulnerables, forzando al jugador a atacar al provocador. El provocador no puede atacar durante este tiempo.",21,9,Tiene un cooldown de 22 segundos. provoker_3 es incompatible con vanguards_bulwark_3.
Sinergia y Comportamiento,punishers_focus_1,debil,El mob se enfurece temporalmente (gana Velocidad I por 3s) cuando un jugador cercano come o bebe una poción.,6,65,Tiene un cooldown de 8 segundos.
Sinergia y Comportamiento,punishers_focus_2,intermedio,"El mob priorizará y cambiará de objetivo para atacar a un jugador que acabe de usar un objeto de curación potente (Manzana Dorada, Tótem de la Inmortalidad).",13,30,
Sinergia y Comportamiento,punishers_focus_3,dificil,"El mob puede aplicar ""Castigo del Sanador"" al jugador por 8 segundos. Mientras esté activo, cualquier curación que reciba el jugador también curará al mob en un 50% de esa cantidad.",21,9,Tiene un cooldown de 20 segundos. punishers_focus_3 es incompatible con mortal_wound_3.
Sinergia y Comportamiento,spider_jockey_plus_1,debil,"Si un Esqueleto está cerca, esta Araña lo buscará activamente para que se monte, creando un Jockey.",5,70,Restricción: Solo para Arañas.
Sinergia y Comportamiento,spider_jockey_plus_2,intermedio,"Como Jockey, la Araña puede trepar por las paredes incluso con el Esqueleto montado. Además, si el Esqueleto muere, la Araña entra en un estado de furia (Velocidad I) por 6 segundos.",12,35,Restricción: Solo para Arañas.
Sinergia y Comportamiento,spider_jockey_plus_3,dificil,"Como Jockey, la Araña puede usar la habilidad ""Salto Venenoso"", saltando hacia el jugador y creando una pequeña nube de veneno persistente al aterrizar. El Esqueleto no disparará durante el salto.",18,14,Tiene un cooldown de 10 segundos. Restricción: Solo para Arañas.
Sinergia y Comportamiento,strategic_retreat_1,debil,"Cuando su salud baja del 25%, el mob intentará activamente huir del combate durante 4 segundos para evitar el último golpe.",6,65,
Sinergia y Comportamiento,strategic_retreat_2,intermedio,"Cuando su salud baja del 30%, huye hacia el mob aliado más cercano en un radio de 16 bloques, ganando Velocidad I durante la retirada.",12,35,No se activa si no hay aliados cerca.
Sinergia y Comportamiento,strategic_retreat_3,dificil,"Cuando su salud baja del 35%, suelta una nube de humo (Ceguera 3s en un radio de 3 bloques) para cubrir su escape y gana Regeneración I durante 6 segundos mientras huye.",19,12,Tiene un cooldown de combate (solo una vez). strategic_retreat_3 es incompatible con last_stand_3.
Sinergia y Comportamiento,suppressive_fire_1,debil,"Si el jugador se esconde detrás de una esquina, el mob a distancia disparará flechas predictivas hacia donde cree que el jugador aparecerá.",7,60,"Restricción: Solo para Esqueletos, Saqueadores, Strays y bogged."
Sinergia y Comportamiento,suppressive_fire_2,intermedio,El mob a distancia priorizará atacar a jugadores que estén usando un arco o ballesta para interrumpir sus disparos.,14,28,Restricción: Mismos mobs que el tier 1.
Sinergia y Comportamiento,suppressive_fire_3,dificil,"El mob a distancia puede disparar una ""Flecha de Marcado"". Si impacta, el jugador queda marcado (Resplandor) por 6 segundos. Todos los demás mobs a distancia en un radio de 20 bloques ganan una puntería perfecta contra el jugador marcado durante ese tiempo.",30,1,Tiene un cooldown interno de 18 segundos. suppressive_fire_3 es incompatible con pack_tactics_3.
Sinergia y Comportamiento,volatile_conductor_1,debil,"El mob es inmune al daño de explosión de los Creepers, permitiéndole luchar junto a ellos sin riesgo.",5,70,Restricción: No aplicable a Creepers.
Sinergia y Comportamiento,volatile_conductor_2,intermedio,"El mob puede ""incitar"" a un Creeper cercano, haciendo que su temporizador de explosión se reduzca en un 25% y que persiga al jugador con más velocidad.",12,35,Tiene un cooldown de 15 segundos. Restricción: No aplicable a Creepers.
Sinergia y Comportamiento,volatile_conductor_3,dificil,"El mob puede empujar violentamente a un Creeper aliado en la dirección del jugador, convirtiéndolo en un proyectil viviente.",20,10,Tiene un cooldown de 18 segundos. Restricción: No aplicable a Creepers.
Terreno y Entorno,alchemical_seep_1,debil,El mob puede dejar un pequeño charco de líquido inerte que limpia al jugador de todos sus efectos de poción (positivos y negativos) si lo pisa.,7,60,
Terreno y Entorno,alchemical_seep_2,intermedio,"El mob puede escupir un charco de ""Goo Pegajoso"" de 3x3. Los jugadores que lo pisen no podrán saltar y su velocidad se reducirá en un 15%. Dura 8 segundos.",14,28,Tiene un cooldown de 20 segundos.
Terreno y Entorno,alchemical_seep_3,dificil,"El mob puede crear una ""Zona de Transmutación"" de 5x5. Dentro de la zona, los bloques de piedra se convierten en grava, la tierra en arena y el agua en hielo frágil, alterando drásticamente la estabilidad del terreno. Dura 10 segundos.",22,8,Tiene un cooldown de 25 segundos.
Terreno y Entorno,corrupting_growth_1,debil,"El mob hace crecer enredaderas en las paredes cercanas o hierba alta en el suelo, obstruyendo ligeramente la visión.",6,68,
Terreno y Entorno,corrupting_growth_2,intermedio,"El mob puede hacer brotar un círculo de rosales de Wither a 5 bloques de distancia a su alrededor, creando una barrera peligrosa. Las rosas duran 8 segundos.",13,32,Tiene un cooldown de 14 segundos.
Terreno y Entorno,corrupting_growth_3,dificil,"El mob puede invocar una ""Jaula de Raíces"" (simulada con bloques de madera y hojas) que atrapa al jugador. El jugador debe romper los bloques para escapar. La jaula dura 7 segundos antes de desaparecer.",21,9,Tiene un cooldown de 20 segundos. corrupting_growth_3 es incompatible con terraforming_spasm_3.
Terreno y Entorno,crystalline_resonance_1,muy debil,El mob puede hacer brotar un único y frágil Bloque de Amatista del suelo. Emite un sonido distintivo si un jugador se acerca a menos de 3 bloques.,5,68,El bloque se rompe con un solo golpe.
Terreno y Entorno,crystalline_resonance_2,intermedio,"El mob puede crear un campo de 3x3 de ""Fragmentos de Cristal"" en el suelo. Caminar sobre ellos inflige 1 punto de daño por segundo y emite un ruido delator. Duran 8 segundos.",12,32,Tiene un cooldown interno de 12 segundos.
Terreno y Entorno,crystalline_resonance_3,muy dificil,"El mob invoca una jaula de 5x5x5 de ""Cristal Maldito"" (similar al vidrio, pero irrompible) alrededor del jugador. El suelo de la jaula está cubierto de Fragmentos de Cristal. La prisión dura 8 segundos antes de desvanecerse.",30,1,Habilidad de un solo uso por combate. crystal_prison_3 es incompatible con terraforming_spasm_3.
Terreno y Entorno,flashflood_1,debil,"El mob puede crear una fuente de agua temporal a sus pies, que se expande brevemente y luego desaparece. Puede apagar fuegos o empujar ligeramente.",5,70,Tiene un cooldown de 10 segundos. Restricción: No se activa si el mob está en el Nether.
Terreno y Entorno,flashflood_2,intermedio,"El mob puede invocar un géiser bajo los pies del jugador, lanzándolo 4 bloques en el aire y causándole daño por caída si no reacciona.",12,35,Tiene un cooldown de 12 segundos.
Terreno y Entorno,flashflood_3,dificil,"El mob puede crear una ""Ola Fantasma"" (simulada con partículas) que se expande en un radio de 6 bloques, empujando violentamente a todos los jugadores y extinguiendo todas las antorchas en el área.",20,10,Tiene un cooldown de 18 segundos. flashflood_3 es incompatible con deep_darkness_aura_2.
Terreno y Entorno,frostfell_1,debil,"El mob puede enfriar un área, haciendo que los bloques de agua cercanos se congelen y creando una capa de nieve sobre el suelo.",5,72,Restricción: No aplicable a Strays.
Terreno y Entorno,frostfell_2,intermedio,"El mob puede lanzar un ""Orbe Congelante"" que crea un área de 4x4 de hielo resbaladizo al impactar, dificultando el movimiento del jugador.",11,40,Tiene un cooldown de 10 segundos.
Terreno y Entorno,frostfell_3,dificil,"El mob puede invocar una ""Ventisca Localizada"" en un radio de 12 bloques. La ventisca aplica Lentitud I, reduce la visión y tiene un 25% de probabilidad de extinguir las antorchas. Dura 8 segundos.",19,12,Tiene un cooldown de 30 segundos. frostfell_3 es incompatible con flashflood_3.
Terreno y Entorno,fungal_infestation_1,muy debil,El mob puede colocar un champiñón (rojo o marrón) en un bloque de tierra o piedra cercano.,4,72,
Terreno y Entorno,fungal_infestation_2,intermedio,"El mob puede lanzar una ""Espora Cegadora"". Al impactar, crea una nube de partículas (similar a la de un calamar) que aplica Ceguera (3s) en un radio de 4 bloques.",12,32,Tiene un cooldown interno de 12 segundos.
Terreno y Entorno,fungal_infestation_3,muy dificil,"El mob planta una ""Colonia de Esporas"" que crece rápidamente hasta un tamaño de 5x5. La colonia bloquea el paso y libera constantemente una nube tóxica en un radio de 10 bloques que aplica Veneno I y Náuseas. La colonia tiene 30 puntos de vida y debe ser destruida.",30,1,Habilidad de un solo uso por combate. spore_colony_3 es incompatible con virulent_growth_aura_3.
Terreno y Entorno,geomancers_touch_1,debil,"El mob puede pisotear el suelo, convirtiendo un bloque de hierba en tierra gruesa o un bloque de piedra en adoquín. Es un efecto principalmente cosmético.",4,75,Tiene un cooldown de 5 segundos.
Terreno y Entorno,geomancers_touch_2,intermedio,"El mob puede levantar un pilar de 3 bloques de altura de tierra/piedra frente a él, creando una cobertura temporal contra proyectiles.",10,40,Tiene un cooldown de 8 segundos.
Terreno y Entorno,geomancers_touch_3,dificil,"El mob puede hacer que el suelo bajo el jugador se convierta en arena de almas, aplicando un potente efecto de ralentización y atrayendo al jugador hacia el centro del área afectada. El área es de 3x3 y dura 6 segundos.",18,14,Tiene un cooldown de 15 segundos.
Terreno y Entorno,magnetic_pulse_1,muy debil,"El mob emite un pulso que atrae ligeramente los objetos metálicos caídos (lingotes, herramientas) en un radio de 5 bloques. No afecta a los jugadores.",4,70,
Terreno y Entorno,magnetic_pulse_2,intermedio,El mob genera un campo magnético durante 8 segundos. Los jugadores que lleven 3 o más piezas de armadura de hierro/diamante/netherita en un radio de 10 bloques sufren Lentitud I.,13,28,Tiene un cooldown interno de 15 segundos.
Terreno y Entorno,magnetic_pulse_3,muy dificil,"El mob se convierte en un imán masivo, atrayendo todos los proyectiles (flechas, tridentes) hacia él y destruyéndolos. Además, los jugadores en un radio de 8 bloques no pueden usar escudos metálicos y su velocidad de ataque con armas metálicas se reduce en un 30%. Dura 10 segundos.",30,1,Tiene un cooldown interno de 20 segundos. ferrous_maelstrom_3 es incompatible con projectile_shroud_3.
Terreno y Entorno,pyroclasm_1,debil,"El mob puede sobrecalentar un bloque de piedra cercano, haciendo que brille y emita humo, pero sin causar daño.",4,72,Restricción: Solo para mobs del Nether o Blazes.
Terreno y Entorno,pyroclasm_2,intermedio,El mob puede crear un bloque de magma temporal en el suelo bajo los pies del jugador. El bloque dura 5 segundos.,11,40,Tiene un cooldown de 10 segundos.
Terreno y Entorno,pyroclasm_3,dificil,"El mob puede crear una ""Ventila de Vapor"" (usando partículas de nube y un sonido de siseo) en una ubicación. Después de 2 segundos, la ventila explota, infligiendo 5 de daño mágico y lanzando a los jugadores por los aires en un radio de 3 bloques.",19,12,Tiene un cooldown de 14 segundos.
Terreno y Entorno,resonant_field_1,debil,"El mob puede golpear el suelo, creando un ""Eco-Localizador"". Durante 8 segundos, cualquier jugador que salte o esprinte en un radio de 12 bloques será revelado con el efecto de Resplandor por 1 segundo.",6,65,
Terreno y Entorno,resonant_field_2,intermedio,"El mob puede crear un ""Campo de Silencio"" en un radio de 10 bloques que dura 6 segundos. Dentro del campo, los sonidos de los pasos del jugador son mucho más fuertes, mientras que los sonidos de los mobs son casi inaudibles.",13,32,Tiene un cooldown de 20 segundos.
Terreno y Entorno,resonant_field_3,dificil,"El mob puede emitir una ""Frecuencia Discordante"". Durante 5 segundos, cualquier jugador que intente usar un escudo en un radio de 15 bloques recibirá 2 de daño mágico y su escudo entrará en cooldown, castigando la defensa activa.",21,9,Tiene un cooldown de 25 segundos. resonant_field_3 es incompatible con shield_pressure_3.
Terreno y Entorno,shifting_sands_1,debil,"El mob puede hacer que un bloque de arena o grava cercano se vuelva sospechoso, cayendo si un jugador pasa por encima.",5,70,Restricción: Solo se puede usar si hay arena/grava cerca.
Terreno y Entorno,shifting_sands_2,intermedio,"El mob puede crear un área de 3x3 de ""arenas movedizas"" que aplica Lentitud I y tira lentamente del jugador hacia abajo. Dura 6 segundos.",12,35,"Restricción: Solo en biomas de desierto, playa o si hay arena cerca."
Terreno y Entorno,shifting_sands_3,dificil,"El mob puede invocar una ""Erupción de Arena"", haciendo que proyectiles de arena (simulados) salgan disparados del suelo en un radio de 6 bloques, infligiendo 3 de daño y aplicando Ceguera por 2 segundos.",20,10,Tiene un cooldown de 18 segundos.
Terreno y Entorno,unstable_ground_1,debil,El mob puede hacer que un bloque de piedra cercano se convierta en su variante infestada (la que contiene un Lepisma).,7,60,Tiene un cooldown de 12 segundos.
